language,filename,DirPath,Returncode,Command,Output,Stdout,Stderr
Pascal,JavascriptToPascal.pas,./Projects/HumanEvalX\101\ExecutionsExp19Run1\01-14-2026_08h15m00s\JavascriptToPascal.pas,1,fpc ./Projects/HumanEvalX\101\ExecutionsExp19Run1\01-14-2026_08h15m00s\JavascriptToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\101\\ExecutionsExp19Run1\\01-14-2026_08h15m00s\\JavascriptToPascal.pas\r\nJavascriptToPascal.pas(22,19) Warning: function result variable of a managed type does not seem to be initialized\r\nJavascriptToPascal.pas(96,11) Fatal: String exceeds line\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,JavaToPascal.pas,./Projects/HumanEvalX\101\ExecutionsExp19Run1\01-14-2026_08h15m00s\JavaToPascal.pas,1,fpc ./Projects/HumanEvalX\101\ExecutionsExp19Run1\01-14-2026_08h15m00s\JavaToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\101\\ExecutionsExp19Run1\\01-14-2026_08h15m00s\\JavaToPascal.pas\r\nJavaToPascal.pas(4,2) Error: Mode switch ""OBJFPC"" not allowed here\r\nJavaToPascal.pas(19,21) Warning: function result variable of a managed type does not seem to be initialized\r\nJavaToPascal.pas(78) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
c#,JavascriptToC#.cs,./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\JavascriptToC#.cs,1,csc.bat /out:./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\JavascriptToC#.exe ./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\JavascriptToC#.cs,"b""Microsoft (R) Visual C# Compiler version 3.9.0-6.21124.20 (db94f4cc)\r\nCopyright (C) Microsoft Corporation. All rights reserved.\r\n\r\nProjects\\HumanEvalX\\104\\ExecutionsExp19Run1\\01-14-2026_08h54m03s\\JavascriptToC#.cs(3,19): error CS0234: The type or namespace name 'Json' does not exist in the namespace 'System.Text' (are you missing an assembly reference?)\r\n""",
Pascal,JavascriptToPascal.pas,./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\JavascriptToPascal.pas,1,fpc ./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\JavascriptToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\104\\ExecutionsExp19Run1\\01-14-2026_08h54m03s\\JavascriptToPascal.pas\r\nJavascriptToPascal.pas(4,2) Error: Mode switch ""OBJFPC"" not allowed here\r\nJavascriptToPascal.pas(156) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,JavaToPascal.pas,./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\JavaToPascal.pas,1,fpc ./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\JavaToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\104\\ExecutionsExp19Run1\\01-14-2026_08h54m03s\\JavaToPascal.pas\r\nJavaToPascal.pas(12,18) Error: Identifier not found ""specialize""\r\nJavaToPascal.pas(12,29) Error: Error in type definition\r\nJavaToPascal.pas(12,29) Fatal: Syntax error, "";"" expected but ""identifier TFPLIST"" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
c#,PythonToC#.cs,./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\PythonToC#.cs,1,csc.bat /out:./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\PythonToC#.exe ./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\PythonToC#.cs,"b""Microsoft (R) Visual C# Compiler version 3.9.0-6.21124.20 (db94f4cc)\r\nCopyright (C) Microsoft Corporation. All rights reserved.\r\n\r\nProjects\\HumanEvalX\\104\\ExecutionsExp19Run1\\01-14-2026_08h54m03s\\PythonToC#.cs(4,19): error CS0234: The type or namespace name 'Json' does not exist in the namespace 'System.Text' (are you missing an assembly reference?)\r\n""",
Pascal,PythonToPascal.pas,./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\PythonToPascal.pas,1,fpc ./Projects/HumanEvalX\104\ExecutionsExp19Run1\01-14-2026_08h54m03s\PythonToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\104\\ExecutionsExp19Run1\\01-14-2026_08h54m03s\\PythonToPascal.pas\r\nPythonToPascal.pas(4,2) Error: Mode switch ""OBJFPC"" not allowed here\r\nPythonToPascal.pas(157) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\105\\ExecutionsExp19Run1\\01-14-2026_13h49m11s\\C++ToPascal.pas\r\nC++ToPascal.pas(4,2) Error: Mode switch ""OBJFPC"" not allowed here\r\nC++ToPascal.pas(42,10) Fatal: Syntax error, ""CREATE"" expected but ""SORT"" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
c#,JavascriptToC#.cs,./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\JavascriptToC#.cs,1,csc.bat /out:./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\JavascriptToC#.exe ./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\JavascriptToC#.cs,"b""Microsoft (R) Visual C# Compiler version 3.9.0-6.21124.20 (db94f4cc)\r\nCopyright (C) Microsoft Corporation. All rights reserved.\r\n\r\nProjects\\HumanEvalX\\105\\ExecutionsExp19Run1\\01-14-2026_13h49m11s\\JavascriptToC#.cs(3,19): error CS0234: The type or namespace name 'Json' does not exist in the namespace 'System.Text' (are you missing an assembly reference?)\r\n""",
Pascal,JavascriptToPascal.pas,./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\JavascriptToPascal.pas,1,fpc ./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\JavascriptToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\105\\ExecutionsExp19Run1\\01-14-2026_13h49m11s\\JavascriptToPascal.pas\r\nJavascriptToPascal.pas(63,16) Error: Identifier not found ""TStringDynArray""\r\nJavascriptToPascal.pas(63,31) Error: Error in type definition\r\nJavascriptToPascal.pas(98,21) Error: Type mismatch\r\nJavascriptToPascal.pas(99,19) Error: Type mismatch\r\nJavascriptToPascal.pas(101,39) Error: Illegal qualifier\r\nJavascriptToPascal.pas(102,20) Warning: Variable ""tempInt"" does not seem to be initialized\r\nJavascriptToPascal.pas(122) Fatal: There were 5 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,JavaToPascal.pas,./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\JavaToPascal.pas,1,fpc ./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\JavaToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\105\\ExecutionsExp19Run1\\01-14-2026_13h49m11s\\JavaToPascal.pas\r\nJavaToPascal.pas(33,7) Error: Illegal expression\r\nJavaToPascal.pas(33,15) Fatal: Syntax error, "")"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
c#,PythonToC#.cs,./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\PythonToC#.cs,1,csc.bat /out:./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\PythonToC#.exe ./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\PythonToC#.cs,"b""Microsoft (R) Visual C# Compiler version 3.9.0-6.21124.20 (db94f4cc)\r\nCopyright (C) Microsoft Corporation. All rights reserved.\r\n\r\nProjects\\HumanEvalX\\105\\ExecutionsExp19Run1\\01-14-2026_13h49m11s\\PythonToC#.cs(4,19): error CS0234: The type or namespace name 'Json' does not exist in the namespace 'System.Text' (are you missing an assembly reference?)\r\n""",
Pascal,PythonToPascal.pas,./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\PythonToPascal.pas,1,fpc ./Projects/HumanEvalX\105\ExecutionsExp19Run1\01-14-2026_13h49m11s\PythonToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\105\\ExecutionsExp19Run1\\01-14-2026_13h49m11s\\PythonToPascal.pas\r\nPythonToPascal.pas(4,2) Error: Mode switch ""OBJFPC"" not allowed here\r\nPythonToPascal.pas(142) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\106\ExecutionsExp19Run1\01-14-2026_14h10m28s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\106\ExecutionsExp19Run1\01-14-2026_14h10m28s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\106\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\C++ToPascal.pas\r\nC++ToPascal.pas(2,9) Fatal: Syntax error, ""identifier"" expected but ""PROGRAM"" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\108\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\C++ToPascal.pas\r\nC++ToPascal.pas(4,2) Error: Mode switch ""OBJFPC"" not allowed here\r\nC++ToPascal.pas(110) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
c#,JavascriptToC#.cs,./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToC#.cs,1,csc.bat /out:./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToC#.exe ./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToC#.cs,"b""Microsoft (R) Visual C# Compiler version 3.9.0-6.21124.20 (db94f4cc)\r\nCopyright (C) Microsoft Corporation. All rights reserved.\r\n\r\nProjects\\HumanEvalX\\108\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\JavascriptToC#.cs(2,19): error CS0234: The type or namespace name 'Json' does not exist in the namespace 'System.Text' (are you missing an assembly reference?)\r\n""",
Pascal,JavascriptToPascal.pas,./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToPascal.pas,1,fpc ./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\108\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\JavascriptToPascal.pas\r\nJavascriptToPascal.pas(75,56) Error: Illegal qualifier\r\nJavascriptToPascal.pas(89) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,PythonToPascal.pas,./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\PythonToPascal.pas,1,fpc ./Projects/HumanEvalX\108\ExecutionsExp19Run1\01-14-2026_14h10m28s\PythonToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\108\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\PythonToPascal.pas\r\nPythonToPascal.pas(71,10) Error: Identifier not found ""TStringDynArray""\r\nPythonToPascal.pas(71,25) Error: Error in type definition\r\nPythonToPascal.pas(84,21) Warning: function result variable of a managed type does not seem to be initialized\r\nPythonToPascal.pas(89,21) Error: Type mismatch\r\nPythonToPascal.pas(90,17) Error: Type mismatch\r\nPythonToPascal.pas(92,8) Error: Illegal expression\r\nPythonToPascal.pas(92,8) Fatal: Syntax error, "";"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,C++ToPascal.pas,./Projects/HumanEvalX\109\ExecutionsExp19Run1\01-14-2026_14h10m28s\C++ToPascal.pas,1,fpc ./Projects/HumanEvalX\109\ExecutionsExp19Run1\01-14-2026_14h10m28s\C++ToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\109\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\C++ToPascal.pas\r\nC++ToPascal.pas(4,2) Error: Mode switch ""OBJFPC"" not allowed here\r\nC++ToPascal.pas(74,10) Error: Illegal expression\r\nC++ToPascal.pas(74,10) Fatal: Syntax error, "";"" expected but ""("" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
c#,JavascriptToC#.cs,./Projects/HumanEvalX\109\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToC#.cs,1,csc.bat /out:./Projects/HumanEvalX\109\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToC#.exe ./Projects/HumanEvalX\109\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavascriptToC#.cs,"b""Microsoft (R) Visual C# Compiler version 3.9.0-6.21124.20 (db94f4cc)\r\nCopyright (C) Microsoft Corporation. All rights reserved.\r\n\r\nProjects\\HumanEvalX\\109\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\JavascriptToC#.cs(3,19): error CS0234: The type or namespace name 'Json' does not exist in the namespace 'System.Text' (are you missing an assembly reference?)\r\n""",
Pascal,JavaToPascal.pas,./Projects/HumanEvalX\109\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavaToPascal.pas,1,fpc ./Projects/HumanEvalX\109\ExecutionsExp19Run1\01-14-2026_14h10m28s\JavaToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\109\\ExecutionsExp19Run1\\01-14-2026_14h10m28s\\JavaToPascal.pas\r\nJavaToPascal.pas(25,10) Fatal: Syntax error, ""CREATE"" expected but ""SORT"" found\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
Pascal,JavascriptToPascal.pas,./Projects/HumanEvalX\11\ExecutionsExp19Run1\01-14-2026_14h10m29s\JavascriptToPascal.pas,1,fpc ./Projects/HumanEvalX\11\ExecutionsExp19Run1\01-14-2026_14h10m29s\JavascriptToPascal.pas,"b'Free Pascal Compiler version 3.2.2 [2021/05/15] for i386\r\nCopyright (c) 1993-2021 by Florian Klaempfl and others\r\nTarget OS: Win32 for i386\r\nCompiling .\\Projects\\HumanEvalX\\11\\ExecutionsExp19Run1\\01-14-2026_14h10m29s\\JavascriptToPascal.pas\r\nJavascriptToPascal.pas(9,9) Error: Duplicate identifier ""RESULT""\r\nJavascriptToPascal.pas(52) Fatal: There were 1 errors compiling module, stopping\r\nFatal: Compilation aborted\r\nError: C:\\FPC\\3.2.2\\bin\\i386-Win32\\ppc386.exe returned an error exitcode\r\n'",
