language,File Path,C++ToC#.cs,returncode,input,Expected,actualy
C,./Projects/HumanEvalX\65\ExecutionsExp6Run2\08-16-2024_00h58m44s\PythonToC.c,PythonToC.c,0,"[97, 8]",79,97
C,./Projects/HumanEvalX\113\ExecutionsExp6Run2\08-15-2024_23h01m14s\C++ToC.c,C++ToC.c,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],['the number of odd elements 4n the str4ng 1 of the 1nput.']
C,./Projects/HumanEvalX\113\ExecutionsExp6Run2\08-15-2024_23h01m14s\JavascriptToC.c,JavascriptToC.c,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],[]
C,./Projects/HumanEvalX\149\ExecutionsExp6Run2\08-15-2024_23h48m57s\PythonToC.c,PythonToC.c,3221226356,"[['aa', 'a', 'aaa']]",['aa'],
C,./Projects/HumanEvalX\74\ExecutionsExp6Run2\08-16-2024_01h11m16s\JavascriptToC.c,JavascriptToC.c,3221226356,"[['hi', 'admin'], ['hi', 'hi']]","['hi', 'hi']",
C,./Projects/HumanEvalX\158\ExecutionsExp6Run2\08-16-2024_00h00m13s\JavaToC.c,JavaToC.c,0,"[['name', 'of', 'string']]",string,name
C,./Projects/HumanEvalX\28\ExecutionsExp6Run2\08-16-2024_00h21m48s\JavaToC.c,JavaToC.c,0,"[['x', 'y', 'z']]",xyz,
C,./Projects/HumanEvalX\127\ExecutionsExp6Run2\08-15-2024_23h19m57s\PythonToC.c,PythonToC.c,0,"[[-3, -1], [-5, 5]]",YES,NO
C,./Projects/HumanEvalX\43\ExecutionsExp6Run2\08-16-2024_00h38m11s\JavascriptToC.c,JavascriptToC.c,0,"[[-3, 9, -1, 3, 2, 30]]",True,False
C,./Projects/HumanEvalX\43\ExecutionsExp6Run2\08-16-2024_00h38m11s\PythonToC.c,PythonToC.c,0,"[[-3, 9, -1, 3, 2, 30]]",True,False
C,./Projects/HumanEvalX\8\ExecutionsExp6Run2\08-16-2024_01h16m15s\PythonToC.c,PythonToC.c,0,"[[1, 1, 1]]","[3, 1]","[1, 1]"
C,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\C++ToC.c,C++ToC.c,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-1, -1, -11, 11]"
C,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\JavascriptToC.c,JavascriptToC.c,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-1, -11, -12, 11]"
C,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\JavaToC.c,JavaToC.c,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
C,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\PythonToC.c,PythonToC.c,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
C,./Projects/HumanEvalX\3\ExecutionsExp6Run2\08-16-2024_00h24m35s\PythonToC.c,PythonToC.c,0,"[[1, 2, -3, 1, 2, -3]]",False,True
C,./Projects/HumanEvalX\152\ExecutionsExp6Run2\08-15-2024_23h53m36s\JavascriptToC.c,JavascriptToC.c,0,"[[1, 2, 3, 4, 5, 1], [1, 2, 3, 4, 2, -2]]","[0, 0, 0, 0, 3, 3]","[0, 0, 0]"
C,./Projects/HumanEvalX\152\ExecutionsExp6Run2\08-15-2024_23h53m36s\PythonToC.c,PythonToC.c,0,"[[1, 2, 3, 4, 5, 1], [1, 2, 3, 4, 2, -2]]","[0, 0, 0, 0, 3, 3]","[4, 4, 1, 0, 0, 6]"
C,./Projects/HumanEvalX\110\ExecutionsExp6Run2\08-15-2024_22h59m12s\JavascriptToC.c,JavascriptToC.c,0,"[[1, 2, 3, 4], [1, 2, 3, 4]]",YES,NO
C,./Projects/HumanEvalX\110\ExecutionsExp6Run2\08-15-2024_22h59m12s\PythonToC.c,PythonToC.c,0,"[[1, 2, 3, 4], [1, 2, 3, 4]]",YES,NO
C,./Projects/HumanEvalX\70\ExecutionsExp6Run2\08-16-2024_01h07m03s\JavaToC.c,JavaToC.c,0,"[[1, 2, 3, 4]]","[1, 4, 2, 3]","[2, 4, 3]"
C,./Projects/HumanEvalX\133\ExecutionsExp6Run2\08-15-2024_23h27m35s\JavascriptToC.c,JavascriptToC.c,0,"[[1, 2, 3]]",14,13
C,./Projects/HumanEvalX\58\ExecutionsExp6Run2\08-16-2024_00h50m34s\PythonToC.c,PythonToC.c,0,"[[1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]]","[1, 5, 653]","[2, 3]"
C,./Projects/HumanEvalX\116\ExecutionsExp6Run2\08-15-2024_23h03m31s\JavascriptToC.c,JavascriptToC.c,0,"[[1, 5, 2, 3, 4]]","[1, 2, 4, 3, 5]","[0, 2, 3, 5]"
C,./Projects/HumanEvalX\108\ExecutionsExp6Run2\08-15-2024_22h53m45s\PythonToC.c,PythonToC.c,0,"[[12, 23, 34, -45, -56, 0]]",5,3
C,./Projects/HumanEvalX\146\ExecutionsExp6Run2\08-15-2024_23h45m37s\PythonToC.c,PythonToC.c,0,"[[15, -73, 14, -15]]",1,0
C,./Projects/HumanEvalX\42\ExecutionsExp6Run2\08-16-2024_00h36m48s\JavascriptToC.c,JavascriptToC.c,0,"[[3, 2, 1]]","[4, 3, 2]",[]
C,./Projects/HumanEvalX\120\ExecutionsExp6Run2\08-15-2024_23h09m16s\JavascriptToC.c,JavascriptToC.c,0,"[[4, -4, 4], 2]","[4, 4]","[-4, -3, 5]"
C,./Projects/HumanEvalX\81\ExecutionsExp6Run2\08-16-2024_01h18m46s\JavascriptToC.c,JavascriptToC.c,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['E', 'B', 'C', 'C', 'A-']"
C,./Projects/HumanEvalX\81\ExecutionsExp6Run2\08-16-2024_01h18m46s\PythonToC.c,PythonToC.c,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['E', 'B', 'C', 'C', 'A-']"
C,./Projects/HumanEvalX\58\ExecutionsExp6Run2\08-16-2024_00h50m34s\JavascriptToC.c,JavascriptToC.c,0,"[[5, 3, 2, 8], [3, 2]]","[2, 3]","[1, 5, 653]"
C,./Projects/HumanEvalX\121\ExecutionsExp6Run2\08-15-2024_23h11m06s\JavascriptToC.c,JavascriptToC.c,0,"[[5, 8, 7, 1]]",12,0
C,./Projects/HumanEvalX\74\ExecutionsExp6Run2\08-16-2024_01h11m16s\PythonToC.c,PythonToC.c,0,"[[], []]",[],"['hi', 'hi']"
C,./Projects/HumanEvalX\28\ExecutionsExp6Run2\08-16-2024_00h21m48s\JavascriptToC.c,JavascriptToC.c,0,[[]],,[]
C,./Projects/HumanEvalX\28\ExecutionsExp6Run2\08-16-2024_00h21m48s\PythonToC.c,PythonToC.c,0,[[]],,
C#,./Projects/HumanEvalX\1\ExecutionsExp6Run2\08-15-2024_22h40m02s\PythonToC#.cs,PythonToC#.cs,0,['(()()) ((())) () ((())()())'],"['(()())', '((()))', '()', '((())()())']","[(()()), ((())), (), ((())()())]"
C#,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\C++ToC#.cs,C++ToC#.cs,0,['14.5'],15,145
C#,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\JavascriptToC#.cs,JavascriptToC#.cs,0,['14.5'],15,145
C#,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\JavaToC#.cs,JavaToC#.cs,0,['14.5'],15,145
C#,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\PythonToC#.cs,PythonToC#.cs,0,['14.5'],15,145
C#,./Projects/HumanEvalX\118\ExecutionsExp6Run2\08-15-2024_23h05m41s\JavascriptToC#.cs,JavascriptToC#.cs,0,['yogurt'],u,
C#,./Projects/HumanEvalX\71\ExecutionsExp6Run2\08-16-2024_01h08m50s\C++ToC#.cs,C++ToC#.cs,0,"[3, 4, 5]",6.0,"(6, 0)"
C#,./Projects/HumanEvalX\71\ExecutionsExp6Run2\08-16-2024_01h08m50s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[3, 4, 5]",6.0,"(6, 0)"
C#,./Projects/HumanEvalX\71\ExecutionsExp6Run2\08-16-2024_01h08m50s\JavaToC#.cs,JavaToC#.cs,0,"[3, 4, 5]",6.0,"(6, 0)"
C#,./Projects/HumanEvalX\71\ExecutionsExp6Run2\08-16-2024_01h08m50s\PythonToC#.cs,PythonToC#.cs,0,"[3, 4, 5]",6.0,"(6, 0)"
C#,./Projects/HumanEvalX\2\ExecutionsExp6Run2\08-16-2024_00h12m00s\C++ToC#.cs,C++ToC#.cs,0,[3.5],0.5,0
C#,./Projects/HumanEvalX\2\ExecutionsExp6Run2\08-16-2024_00h12m00s\JavascriptToC#.cs,JavascriptToC#.cs,0,[3.5],0.5,0
C#,./Projects/HumanEvalX\2\ExecutionsExp6Run2\08-16-2024_00h12m00s\JavaToC#.cs,JavaToC#.cs,0,[3.5],0.5,0
C#,./Projects/HumanEvalX\2\ExecutionsExp6Run2\08-16-2024_00h12m00s\PythonToC#.cs,PythonToC#.cs,0,[3.5],0.5,0
C#,./Projects/HumanEvalX\45\ExecutionsExp6Run2\08-16-2024_00h39m27s\C++ToC#.cs,C++ToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp6Run2\08-16-2024_00h39m27s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp6Run2\08-16-2024_00h39m27s\JavaToC#.cs,JavaToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\45\ExecutionsExp6Run2\08-16-2024_00h39m27s\PythonToC#.cs,PythonToC#.cs,0,"[5, 3]",7.5,"(7, 5)"
C#,./Projects/HumanEvalX\149\ExecutionsExp6Run2\08-15-2024_23h48m57s\PythonToC#.cs,PythonToC#.cs,0,"[['aa', 'a', 'aaa']]",['aa'],[''aa'']
C#,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\JavaToC#.cs,JavaToC#.cs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
C#,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\PythonToC#.cs,PythonToC#.cs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, -1, 1, 11]"
C#,./Projects/HumanEvalX\133\ExecutionsExp6Run2\08-15-2024_23h27m35s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2, 3]]",14,113
C#,./Projects/HumanEvalX\133\ExecutionsExp6Run2\08-15-2024_23h27m35s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2, 3]]",14,113
C#,./Projects/HumanEvalX\133\ExecutionsExp6Run2\08-15-2024_23h27m35s\PythonToC#.cs,PythonToC#.cs,0,"[[1.0, 2, 3]]",14,113
C#,./Projects/HumanEvalX\4\ExecutionsExp6Run2\08-16-2024_00h33m26s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.0]]",1e-06,"(8, 888889.0)"
C#,./Projects/HumanEvalX\0\ExecutionsExp6Run2\08-15-2024_22h36m58s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05]",False,True
C#,./Projects/HumanEvalX\0\ExecutionsExp6Run2\08-15-2024_22h36m58s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05]",False,True
C#,./Projects/HumanEvalX\0\ExecutionsExp6Run2\08-15-2024_22h36m58s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05]",False,True
C#,./Projects/HumanEvalX\20\ExecutionsExp6Run2\08-16-2024_00h12m46s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[39, 40]"
C#,./Projects/HumanEvalX\20\ExecutionsExp6Run2\08-16-2024_00h12m46s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[39, 40]"
C#,./Projects/HumanEvalX\20\ExecutionsExp6Run2\08-16-2024_00h12m46s\PythonToC#.cs,PythonToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2]]","[3.9, 4.0]","[3, 9, 4]"
C#,./Projects/HumanEvalX\81\ExecutionsExp6Run2\08-16-2024_01h18m46s\PythonToC#.cs,PythonToC#.cs,0,[[1.2]],['D+'],"['A+', 'B', 'C-', 'C', 'A-']"
C#,./Projects/HumanEvalX\21\ExecutionsExp6Run2\08-16-2024_00h14m41s\C++ToC#.cs,C++ToC#.cs,0,"[[2.0, 49.9]]","[0.0, 1.0]","[0, 0, 1, 0]"
C#,./Projects/HumanEvalX\21\ExecutionsExp6Run2\08-16-2024_00h14m41s\JavaToC#.cs,JavaToC#.cs,0,"[[2.0, 49.9]]","[0.0, 1.0]","[0, 0, 1, 0]"
C#,./Projects/HumanEvalX\81\ExecutionsExp6Run2\08-16-2024_01h18m46s\C++ToC#.cs,C++ToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A+', 'B', 'A+', 'C', 'A+']"
C#,./Projects/HumanEvalX\81\ExecutionsExp6Run2\08-16-2024_01h18m46s\JavaToC#.cs,JavaToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A', 'B', 'A', 'C', 'A']"
C#,./Projects/HumanEvalX\47\ExecutionsExp6Run2\08-16-2024_00h41m27s\C++ToC#.cs,C++ToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
C#,./Projects/HumanEvalX\47\ExecutionsExp6Run2\08-16-2024_00h41m27s\JavaToC#.cs,JavaToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
C#,./Projects/HumanEvalX\47\ExecutionsExp6Run2\08-16-2024_00h41m27s\PythonToC#.cs,PythonToC#.cs,0,"[[6, 5]]",5.5,"(5, 5)"
C++,./Projects/HumanEvalX\18\ExecutionsExp6Run2\08-16-2024_00h08m46s\JavascriptToC++.c++,JavascriptToC++.c++,3,"['', 'x']",0,
C++,./Projects/HumanEvalX\18\ExecutionsExp6Run2\08-16-2024_00h08m46s\JavaToC++.c++,JavaToC++.c++,3,"['', 'x']",0,
C++,./Projects/HumanEvalX\18\ExecutionsExp6Run2\08-16-2024_00h08m46s\PythonToC++.c++,PythonToC++.c++,3,"['', 'x']",0,
C++,./Projects/HumanEvalX\134\ExecutionsExp6Run2\08-15-2024_23h29m14s\JavaToC++.c++,JavaToC++.c++,0,['eeeee e '],False,True
C++,./Projects/HumanEvalX\123\ExecutionsExp6Run2\08-15-2024_23h14m04s\JavaToC++.c++,JavaToC++.c++,0,[14],"[1, 5, 7, 11, 13, 17]",[1]
C++,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\PythonToC++.c++,PythonToC++.c++,0,"[['()(', ')']]",Yes,No
C++,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\JavascriptToC++.c++,JavascriptToC++.c++,0,"[[')', ')']]",No,Yes
C++,./Projects/HumanEvalX\30\ExecutionsExp6Run2\08-16-2024_00h25m54s\PythonToC++.c++,PythonToC++.c++,0,"[[-1, -2, 4, 5, 6]]","[4, 5, 6]","[1, 4, 5, 6]"
C++,./Projects/HumanEvalX\116\ExecutionsExp6Run2\08-15-2024_23h03m31s\JavascriptToC++.c++,JavascriptToC++.c++,0,"[[-2, -3, -4, -5, -6]]","[-4, -2, -6, -5, -3]","[1, 2, 4, 3, 5]"
C++,./Projects/HumanEvalX\127\ExecutionsExp6Run2\08-15-2024_23h19m57s\PythonToC++.c++,PythonToC++.c++,0,"[[-3, -1], [-5, 5]]",YES,NO
C++,./Projects/HumanEvalX\120\ExecutionsExp6Run2\08-15-2024_23h09m16s\PythonToC++.c++,PythonToC++.c++,0,"[[-3, -4, 5], 3]","[-4, -3, 5]",
C++,./Projects/HumanEvalX\108\ExecutionsExp6Run2\08-15-2024_22h53m45s\PythonToC++.c++,PythonToC++.c++,0,"[[1, 1, 2, -2, 3, 4, 5]]",6,0
C++,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\PythonToC++.c++,PythonToC++.c++,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-11, -1, -1, 11]"
C++,./Projects/HumanEvalX\70\ExecutionsExp6Run2\08-16-2024_01h07m03s\JavaToC++.c++,JavaToC++.c++,3,"[[1, 2, 3, 4]]","[1, 4, 2, 3]",
C++,./Projects/HumanEvalX\58\ExecutionsExp6Run2\08-16-2024_00h50m34s\PythonToC++.c++,PythonToC++.c++,1,"[[1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]]","[1, 5, 653]",
C++,./Projects/HumanEvalX\116\ExecutionsExp6Run2\08-15-2024_23h03m31s\PythonToC++.c++,PythonToC++.c++,0,"[[1, 5, 2, 3, 4]]","[1, 2, 4, 3, 5]",[]
C++,./Projects/HumanEvalX\4\ExecutionsExp6Run2\08-16-2024_00h33m26s\PythonToC++.c++,PythonToC++.c++,0,"[[1.0, 2.0, 3.0]]",1e-06,0.4444444444333334
C++,./Projects/HumanEvalX\146\ExecutionsExp6Run2\08-15-2024_23h45m37s\JavascriptToC++.c++,JavascriptToC++.c++,0,"[[15, -73, 14, -15]]",1,0
C++,./Projects/HumanEvalX\146\ExecutionsExp6Run2\08-15-2024_23h45m37s\PythonToC++.c++,PythonToC++.c++,3,"[[5, -2, 1, -5]]",0,
C++,./Projects/HumanEvalX\126\ExecutionsExp6Run2\08-15-2024_23h18m03s\JavaToC++.c++,JavaToC++.c++,3,[[5]],True,
Haskell,./Projects/HumanEvalX\1\ExecutionsExp6Run2\08-15-2024_22h40m02s\JavaToHaskell.hs,JavaToHaskell.hs,0,['(()()) ((())) () ((())()())'],"['(()())', '((()))', '()', '((())()())']","['(()()), ((())), (), ((())()())']"
Haskell,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,['-15.5'],-16,-15
Haskell,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\C++ToHaskell.hs,C++ToHaskell.hs,0,['14.5'],15,14
Haskell,./Projects/HumanEvalX\91\ExecutionsExp6Run2\08-16-2024_01h31m12s\C++ToHaskell.hs,C++ToHaskell.hs,0,['Is the sky blue?'],0,1
Haskell,./Projects/HumanEvalX\93\ExecutionsExp6Run2\08-16-2024_01h32m31s\PythonToHaskell.hs,PythonToHaskell.hs,0,['TEST'],tgst,TgST
Haskell,./Projects/HumanEvalX\153\ExecutionsExp6Run2\08-15-2024_23h55m23s\JavaToHaskell.hs,JavaToHaskell.hs,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,Watashi.'eIGHt8OKe'
Haskell,./Projects/HumanEvalX\118\ExecutionsExp6Run2\08-15-2024_23h05m41s\JavaToHaskell.hs,JavaToHaskell.hs,0,['easy'],,a
Haskell,./Projects/HumanEvalX\134\ExecutionsExp6Run2\08-15-2024_23h29m14s\JavaToHaskell.hs,JavaToHaskell.hs,0,['eeeee e '],False,True
Haskell,./Projects/HumanEvalX\134\ExecutionsExp6Run2\08-15-2024_23h29m14s\PythonToHaskell.hs,PythonToHaskell.hs,0,['eeeee e '],False,True
Haskell,./Projects/HumanEvalX\106\ExecutionsExp6Run2\08-15-2024_22h52m22s\C++ToHaskell.hs,C++ToHaskell.hs,0,[5],"[1, 2, 6, 24, 15]","[1, 1, 4, 2, 9]"
Haskell,./Projects/HumanEvalX\106\ExecutionsExp6Run2\08-15-2024_22h52m22s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[5],"[1, 2, 6, 24, 15]","[1, 1, 4, 2, 9]"
Haskell,./Projects/HumanEvalX\147\ExecutionsExp6Run2\08-15-2024_23h47m20s\C++ToHaskell.hs,C++ToHaskell.hs,0,[5],1,9
Haskell,./Projects/HumanEvalX\36\ExecutionsExp6Run2\08-16-2024_00h30m58s\C++ToHaskell.hs,C++ToHaskell.hs,0,[78],2,1
Haskell,./Projects/HumanEvalX\65\ExecutionsExp6Run2\08-16-2024_00h58m44s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[97, 8]",79,97
Haskell,./Projects/HumanEvalX\113\ExecutionsExp6Run2\08-15-2024_23h01m14s\PythonToHaskell.hs,PythonToHaskell.hs,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],Invalid input
Haskell,./Projects/HumanEvalX\149\ExecutionsExp6Run2\08-15-2024_23h48m57s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[['d', 'b', 'c', 'a']]",[],[
Haskell,./Projects/HumanEvalX\74\ExecutionsExp6Run2\08-16-2024_01h11m16s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['hi', 'admin'], ['hi', 'hi']]","['hi', 'hi']",Invalid input format
Haskell,./Projects/HumanEvalX\29\ExecutionsExp6Run2\08-16-2024_00h23m01s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",[]
Haskell,./Projects/HumanEvalX\7\ExecutionsExp6Run2\08-16-2024_01h05m22s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']",Invalid input for list of strings.
Haskell,./Projects/HumanEvalX\108\ExecutionsExp6Run2\08-15-2024_22h53m45s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[-1, -2, 0]]",0,2
Haskell,./Projects/HumanEvalX\108\ExecutionsExp6Run2\08-15-2024_22h53m45s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[1, 1, 2, -2, 3, 4, 5]]",6,0
Haskell,./Projects/HumanEvalX\145\ExecutionsExp6Run2\08-15-2024_23h42m40s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]","[-12, -11, 1, -1, 11]"
Haskell,./Projects/HumanEvalX\133\ExecutionsExp6Run2\08-15-2024_23h27m35s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[1, 2, 3]]",14,Invalid input format
Haskell,./Projects/HumanEvalX\146\ExecutionsExp6Run2\08-15-2024_23h45m37s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[15, -73, 14, -15]]",1,2
Haskell,./Projects/HumanEvalX\88\ExecutionsExp6Run2\08-16-2024_01h26m31s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[2, 4, 3, 0, 1, 5]]","[0, 1, 2, 3, 4, 5]","[5, 4, 3, 2, 1, 0]"
Haskell,./Projects/HumanEvalX\69\ExecutionsExp6Run2\08-16-2024_01h03m45s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[4, 1, 4, 1, 4, 4]]",4,1
Haskell,./Projects/HumanEvalX\85\ExecutionsExp6Run2\08-16-2024_01h24m01s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[4, 88]]",88,Invalid input format
Haskell,./Projects/HumanEvalX\28\ExecutionsExp6Run2\08-16-2024_00h21m48s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[[]],,
Java,./Projects/HumanEvalX\1\ExecutionsExp6Run2\08-15-2024_22h40m02s\PythonToJava.java,PythonToJava.java,0,['(()()) ((())) () ((())()())'],"['(()())', '((()))', '()', '((())()())']","[(()()), ((())), (), ((())()())]"
Java,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\C++ToJava.java,C++ToJava.java,0,['-15.5'],-16,-15
Java,./Projects/HumanEvalX\99\ExecutionsExp6Run2\08-16-2024_01h37m31s\JavascriptToJava.java,JavascriptToJava.java,0,['-15.5'],-16,-15
Java,./Projects/HumanEvalX\134\ExecutionsExp6Run2\08-15-2024_23h29m14s\PythonToJava.java,PythonToJava.java,0,['A'],True,False
Java,./Projects/HumanEvalX\14\ExecutionsExp6Run2\08-15-2024_23h34m17s\JavascriptToJava.java,JavascriptToJava.java,0,['asdfgh'],"['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']","[a, as, asd, asdf, asdfg, asdfgh]"
Java,./Projects/HumanEvalX\14\ExecutionsExp6Run2\08-15-2024_23h34m17s\PythonToJava.java,PythonToJava.java,0,['asdfgh'],"['a', 'as', 'asd', 'asdf', 'asdfg', 'asdfgh']","[a, as, asd, asdf, asdfg, asdfgh]"
Java,./Projects/HumanEvalX\118\ExecutionsExp6Run2\08-15-2024_23h05m41s\JavascriptToJava.java,JavascriptToJava.java,0,['yogurt'],u,
Java,./Projects/HumanEvalX\119\ExecutionsExp6Run2\08-15-2024_23h07m13s\PythonToJava.java,PythonToJava.java,0,"[[')', ')']]",No,Yes
